THROUGH THE AGES -- CANDIDATE-SET SPREAD QUANTILES (2026-08-24)
================================================================================
MEASUREMENT ONLY. No redesign, no clamp change landed. Produced to check
whether analysis/clamp_design_2026-08-24.txt's `bound(k) = 70.0 / mean_spread(k)`
formula is the right one, per this task's brief: a MEAN-based bound hands the
LOOSEST bound to a feature that varies on 1% of decisions but swings huge when
it does -- backwards, since the clamp exists to stop exactly that feature from
drifting to enormous magnitude and dominating the rare decision where it fires.

================================================================================
METHOD
================================================================================
Matches analysis/feature_audit_2026-08-24.txt's own methodology exactly, so
this file's `mean_spread` column is directly comparable to that file's (values
differ slightly because the live champion files move every few minutes under
the running climb; both files freeze a champion snapshot at the moment of
their own run, per this task's instructions -- see LIMITATIONS below).

At every real self-play decision point (`filter_resign`d legal-move count > 1)
reached by WeightedBot::choose under a given player count's LIVE CHAMPION
weights, every legal move is applied to a scratch clone and
eval::candidate_features() is read for each resulting state (candidate_features
IS linear_features run once per candidate, pinned by eval.rs's own
linear_features_dotted_with_a_weight_vector_reproduces_evaluate_exactly test).
Per WeightKey, per decision: spread = max(candidate values) - min(candidate
values). The move actually walked is chosen separately by WeightedBot::choose
on the same state (not re-derived from the candidate_features scores), so
self-play visits the same decisions the champion actually reaches.

TOOLING: no existing rust/src/bin/ tool computes candidate-set spread (the
feature_audit's own featspread.rs was written and run inside ITS OWN isolated
clone, which was cleaned up after that audit finished, per the standing
"isolated clone, never touch the live tree" convention -- it never landed in
the tracked repo). Rewrote a new rust/src/bin/featspread.rs inside THIS task's
own isolated clone (/private/tmp/spreadwork, deleted at the end of this run),
reusing eval::candidate_features and WeightedBot::choose exactly as the prior
audit did, and extending its aggregation with:
  fire_rate                = fraction of decisions where spread > 1e-9
  mean_spread_when_firing  = mean spread over ONLY the firing decisions
  p95_spread                = 95th percentile (nearest-rank) of spread over
                               firing decisions
  max_spread                = maximum spread observed
alongside the original mean_spread (over ALL decisions, firing or not), so the
two tables stay comparable.

COMMAND RUN (from rust/, in the isolated clone):
  cargo build --profile difftest --bin featspread
  ./target/difftest/featspread \
      --weights-2p ../experiments/rust_champion_2p.json \
      --weights-3p ../experiments/rust_champion_3p.json \
      --weights-4p ../experiments/rust_champion_4p.json \
      --games 40 --seed 0 --threads 2 --out featspread_quantiles.txt

Champion files: cp'd into the isolated clone BEFORE this ran (the live
/Users/pt/tta-ai/experiments/rust_champion_*.json are rewritten by the running
climb every few minutes; this measurement never reads them directly).

SAMPLE SIZE: 40 self-play games per player count (120 games total), producing
10,101 (2p) + 15,562 (3p) + 25,155 (4p) = 50,818 real decision points (>1 legal
move post-filter_resign), each with its full legal-move candidate set scored.
Chosen deliberately smaller than the original audit's 200 games/count
(253,906 decisions) -- this task asked for "at least a few thousand decisions
per player count" for p95 to be meaningful, --threads 2 (not 6) to avoid
starving the three climb arms running on this machine, and this task's own
tool-call/time budget. 50,818 decisions comfortably clears "a few thousand" at
every player count, with headroom (10x+) even at 2p, the smallest count.

================================================================================
FULL PER-KEY TABLE (all 160 WeightKeys, at 2p/3p/4p)
================================================================================
Columns: key | n (decisions sampled) | fire_rate | mean_spread | mean_spread_when_firing | p95_spread | max_spread

-- 2p --
key                          n       fire_rate  mean_spread    mean_spread_when_firing  p95_spread     max_spread
rate_horizon                  10101   0.0000     0.000000     0.000000                  0.000000       0.000000
culture                       10101   0.5733     3.489506     6.086600                  13.000000      59.000000
culture_rate                  10101   0.6426     0.781974     1.216873                  3.084983       9.793307
science                       10101   0.4988     1.299673     2.605796                  7.000000       22.000000
science_rate                  10101   0.5438     0.540165     0.993302                  2.618780       5.333716
food_rate                     10101   0.6785     0.800130     1.179181                  2.993079       5.728725
resource_rate                 10101   0.7016     1.381840     1.969517                  4.711810       6.546951
food_stock                    10101   0.4506     1.128453     2.504064                  5.000000       15.000000
resource_stock                10101   0.6023     2.133799     3.542653                  7.000000       16.000000
blue_free                     10101   0.6271     2.801257     4.467240                  8.000000       16.000000
corruption_headroom           10101   0.5656     1.365607     2.414493                  4.000000       4.000000
consumption_headroom          10101   0.2251     0.419364     1.862797                  3.000000       3.000000
pop_cost                      10101   0.1002     0.101574     1.013834                  1.000000       2.000000
yellow_bank                   10101   0.2256     0.265815     1.178148                  2.000000       7.000000
free_workers                  10101   0.7054     0.798733     1.132351                  2.000000       2.000000
workers                       10101   0.6806     0.348342     0.511797                  1.368421       1.736842
prod_workers                  10101   0.5909     0.678745     1.148601                  2.000000       2.000000
urban_workers                 10101   0.5922     0.660727     1.115680                  2.000000       2.000000
unit_workers                  10101   0.5815     0.654094     1.124787                  2.000000       4.000000
happy_margin                  10101   0.4088     0.487427     1.192419                  2.000000       5.000000
discontent                    10101   0.0757     0.080141     1.058170                  1.000000       3.000000
uprising                      10101   0.0157     0.262647     16.685535                 31.000000      32.000000
civil_actions                 10101   0.0180     0.023661     1.313187                  3.000000       3.000000
military_actions              10101   0.0349     0.043065     1.232295                  3.000000       3.000000
ca_left                       10101   0.6833     2.394911     3.504926                  5.000000       9.000000
ma_left                       10101   0.7328     1.315315     1.794920                  3.000000       3.000000
take_cost_paid                10101   0.4904     1.236313     2.520791                  4.000000       7.000000
row_urgency                   10101   0.6184     0.515051     0.832937                  2.533958       9.655614
row_bargain_forgone           10101   0.5842     2.025938     3.467887                  7.000000       9.000000
row_last_copy                 10101   0.5907     1.913119     3.238548                  7.173913       10.200000
rival_desire                  10101   0.0000     0.000000     0.000000                  0.000000       0.000000
rival_take_share              10101   0.0000     0.000000     0.000000                  0.000000       0.000000
rival_free_ca                 10101   0.0001     0.000099     1.000000                  1.000000       1.000000
rival_hand_civil              10101   0.0260     0.049599     1.904943                  4.000000       5.000000
rival_wonders                 10101   0.0000     0.000000     0.000000                  0.000000       0.000000
rival_hand_potential          10101   0.3596     0.041428     0.115216                  0.655555       2.064108
rival_science_stock           10101   0.0097     0.021483     2.214286                  6.000000       6.000000
rival_food_stock              10101   0.0171     0.040392     2.358382                  6.000000       8.000000
rival_resource_stock          10101   0.0172     0.046926     2.724138                  6.000000       9.000000
rival_free_workers            10101   0.0078     0.007821     1.000000                  1.000000       1.000000
rival_yellow_bank             10101   0.0420     0.076626     1.825472                  2.000000       4.000000
rival_colonies                10101   0.0043     0.004257     1.000000                  1.000000       1.000000
rival_mil_actions             10101   0.0039     0.004059     1.051282                  2.000000       2.000000
rival_building_wonder         10101   0.0027     0.002673     1.000000                  1.000000       1.000000
my_seeded_pending             10101   0.0736     0.111474     1.515478                  3.000000       3.000000
