# divergence_why_2026-08-25.txt
#
# WHY the champion bot's top-scoring move diverges from the human's real
# move at BGO take_card/increase_population decisions (the two
# highest-disagreement categories from analysis/divergence_raw_2026-08-25.txt:
# take_card 6436 decisions/93.7% disagreement, increase_population 1903
# decisions/93.7% disagreement). For every such decision the bot's own top
# candidate B and the human's actual move H are decomposed exactly via
# rust/src/bots/weighted/eval.rs::candidate_features (the same per-WeightKey
# linear vector evaluate()/rank_moves() themselves dot against w, pinned by
# eval.rs's own linear_features_dotted_with_a_weight_vector_reproduces_
# evaluate_exactly test):
#
#   score(B) - score(H) = sum_k w[k] * (phi_B[k] - phi_H[k])
#
# Built by: /Users/pt/tta-ai/rust/src/bin/whydiverge.rs (new binary, this
# task). No fixes proposed, no weight changed, no conclusion drawn about
# whether bot or human is "right" -- numbers only.
#
# Exact commands run (from /Users/pt/tta-ai/rust, PATH includes
# $HOME/.cargo/bin):
#   cargo clippy --all-targets -- -D warnings         # EXIT 0
#   cargo test                                        # EXIT 0
#   cargo build --release --bin whydiverge            # EXIT 0
#   mkdir -p /private/tmp/whychamp && cp experiments/rust_champion_{2,3,4}p.json /private/tmp/whychamp/
#   ./target/release/whydiverge sources/bgo/index.tsv /private/tmp/bgo-journals/journals \
#       /private/tmp/whychamp <25 2p ids>  > whydiverge_2p.out 2> whydiverge_2p.err
#   ./target/release/whydiverge sources/bgo/index.tsv /private/tmp/bgo-journals/journals \
#       /private/tmp/whychamp <25 3p ids>  > whydiverge_3p.out 2> whydiverge_3p.err
#   ./target/release/whydiverge sources/bgo/index.tsv /private/tmp/bgo-journals/journals \
#       /private/tmp/whychamp <21 4p ids>  > whydiverge_4p.out 2> whydiverge_4p.err
#
# Champion weights (frozen before the run, /private/tmp/whychamp/, deleted
# after): md5 matched the expected values exactly --
#   rust_champion_2p.json = 9bfb3c06587f909d258a34deaf694e61
#   rust_champion_3p.json = 119be25daa43fbcb09f7e1ed7a81e943
#   rust_champion_4p.json = 904e6b68acc5beb1089554cc089cd0bf
#
# Game ids run: exactly the 71 ids in analysis/divergence_sample_2026-08-25.txt
# -- SAMPLE_2P (25 ids), SAMPLE_3P (25 ids), SAMPLE_4P (21 ids). No ids
# dropped: a 3-game timing probe measured well under the 40-minute budget
# (see timing below), so the full sample ran unmodified.
#
# Timing (wall clock, `time` around each invocation):
#   2p: 25 games in 1.697s  (0.068s/game)
#   3p: 25 games in 4.165s  (0.167s/game)
#   4p: 21 games in 4.478s  (0.213s/game)
#   total: 71 games in 10.34s
#
# Games run vs failed: 71 run, 0 failed (all 71 journals found, all 71
# replays COMPLETE).
#
# Decisions (take_card + increase_population categories only, all 71 games):
#   in-scope decisions (category matched):        8339
#     of which bot's top move == human's move:     523  (agreed -- not a
#                                                          divergence, excluded)
#     of which analysed (bot disagreed, human move
#       found in candidate list, decomposed):     7768
#     of which skipped (human move ABSENT from the
#       candidate list -- known separate corpus
#       finding, not decomposed):                   48
#   per player count breakdown (in-scope / agreed / analysed / skipped-absent):
#     2p: 2126 / 217 / 1897 / 12
#     3p: 2871 / 177 / 2677 / 17
#     4p: 3342 / 129 / 3194 / 19
#
## 2. Raw per-(players, category, key) table
# columns: players\tcategory\tkey\tn_decisions\tsum_term\tsum_abs_term\tn_top_key
# sorted by n_top_key descending, all player counts combined
2	take_card	HandPotential	1440	330781.8555859316	337398.39501447056	961
3	take_card	HandPotential	1917	180674.17332161532	207053.2991194979	788
4	take_card	HandPotential	1794	109221.98849067908	111259.46164388351	652
3	take_card	Science	905	185342.83239517285	207746.44120141724	631
4	take_card	Strength	776	100740.0	100740.0	573
3	increase_population	FoodStock	596	129120.0	129240.0	431
3	take_card	BlueFree	588	41940.0	84060.0	324
4	take_card	HandCivil	2120	32844.023832601815	33006.61800999095	258
4	take_card	CultureRate	432	23787.53802723807	23858.213063448547	246
2	increase_population	HandPotential	277	78831.96087409268	79107.25517854001	233
4	increase_population	Strength	291	44040.0	44160.0	220
2	take_card	CultureRate	239	14484.23916526055	15112.109992649732	196
4	take_card	ScienceGap	546	5152.794486507414	27481.57059470622	182
4	take_card	WonderPromise	777	1786.3558375988423	9994.758444872186	154
4	increase_population	CultureRate	179	11389.74812549923	11416.841899778929	132
3	increase_population	Science	279	50750.159643153645	63320.12336268786	131
4	increase_population	HandPotential	265	20892.279769938526	21241.212257230545	131
4	take_card	EventScoringMargin	507	34551.07207959527	35863.91588273971	127
3	take_card	WonderPromise	415	-1907.256847206888	7747.449673054997	73
2	take_card	WorkersLate	369	6560.978504665868	7155.565295271802	67
2	increase_population	CultureRate	87	5210.820601954985	5322.728363109018	67
2	take_card	HandMilPotential	121	4677.773878995101	5015.311263364131	66
4	increase_population	EventScoringMargin	278	19606.889618875106	23144.174961681623	61
3	take_card	Strength	282	32091.759903459115	33482.40283260901	58
4	increase_population	HandCivil	294	2984.764542071651	3472.547074238997	48
4	take_card	HandMilPotential	381	2272.214936312919	3308.471179181238	45
4	increase_population	ScienceGap	122	-2320.5847510157514	7583.0131627680075	40
2	take_card	WonderPromise	284	-507.66803537822454	1520.7602036082806	36
3	take_card	ResourceStock	556	-33360.0	92640.0	36
3	take_card	ScienceSurplus	744	11502.40593174358	19339.067630735575	36
2	take_card	Leader	35	1577.9568925787291	1577.9568925787291	34
2	take_card	MyEventThreat	30	6327.646580591546	6327.646580591546	30
2	take_card	Strength	89	1697.2869241302144	3722.6209008234114	29
3	take_card	FoodStock	89	6180.0	11700.0	29
4	take_card	RowBargainForgone	938	5911.664436200518	7236.96964268566	29
4	increase_population	WonderPromise	232	825.8307456650051	2061.8724015965686	29
3	take_card	CultureRate	243	19887.924398453695	20622.846977626617	27
4	increase_population	FreeWorkers	770	12152.442292356029	12152.442292356029	27
3	take_card	EventScoringMargin	255	24611.158266183196	25256.925965893275	26
4	take_card	WonderPotential	127	729.8852738153728	1293.001726111486	25
4	take_card	SpecialTechs	146	6039.150945264269	6039.150945264269	24
2	take_card	RowBargainForgone	1125	86.53596662125635	2883.195513552246	21
2	take_card	EventScoringMargin	71	1839.1864850152344	2325.9867668622637	19
2	increase_population	HandMilPotential	36	905.3944613421164	907.2079488417602	19
2	take_card	YellowBank	40	211.4535464312461	211.4535464312461	17
4	increase_population	WonderPotential	44	488.6207811134688	675.5923503890485	17
4	take_card	WorkersLate	939	22513.072625698333	22513.072625698333	17
4	take_card	RowLastCopy	1294	5682.169185872889	6890.6397382689565	17
4	take_card	BestFarm	61	1720.9813848725996	1720.9813848725996	16
4	take_card	HandMilValue	180	2497.844339950263	2799.568418977909	16
